Gender,Own_car,Own_property,Unemployed,Num_family,Account_length,Total_income,Age,Income_type,Education_type,Family_status,Target
0,0,1,0,3,<1y,medium,<30,Working,Higher education,Married,0
1,1,0,0,3,2y-3y,medium,<30,Working,Secondary / secondary special,Married,0
0,0,1,0,3,2y-3y,medium,50-59,Working,Secondary / secondary special,Married,0
1,1,1,0,2,2y-3y,medium,<30,Working,Secondary / secondary special,Married,0
0,0,1,0,1,1y-2y,low,<30,Working,Secondary / secondary special,Single / not married,0
1,1,1,0,3,3y+,low,30-39,Working,Secondary / secondary special,Married,0
0,0,1,0,2,<1y,low,50-59,Working,Higher education,Married,0
1,0,1,1,3,<1y,high,40-49,Pensioner,Higher education,Civil marriage,0
0,1,1,0,4+,<1y,low,30-39,Working,Higher education,Married,0
1,0,1,0,4+,2y-3y,high,30-39,Commercial associate,Higher education,Married,0
0,0,1,1,2,3y+,medium,50-59,Pensioner,Secondary / secondary special,Married,0
1,0,1,0,2,3y+,medium,40-49,Working,Secondary / secondary special,Married,0
1,0,1,0,1,<1y,high,<30,Commercial associate,Higher education,Single / not married,0
1,1,1,0,4+,3y+,medium,40-49,Working,Higher education,Married,0
0,0,1,1,1,2y-3y,low,50-59,Pensioner,Secondary / secondary special,Separated,0
0,0,0,0,2,1y-2y,medium,40-49,Commercial associate,Secondary / secondary special,Married,0
0,1,0,0,3,3y+,low,<30,State servant,Higher education,Married,0
1,0,1,0,1,<1y,medium,<30,Working,Secondary / secondary special,Single / not married,0
0,1,1,0,3,3y+,medium,40-49,Working,Secondary / secondary special,Married,1
0,0,1,0,2,1y-2y,medium,40-49,Working,Secondary / secondary special,Married,0
0,0,1,1,2,<1y,low,60>=,Pensioner,Secondary / secondary special,Married,0
0,1,0,0,3,3y+,medium,30-39,Working,Higher education,Married,0
0,0,1,1,1,1y-2y,low,60>=,Pensioner,Secondary / secondary special,Widow,0
0,0,1,0,2,3y+,low,30-39,Working,Secondary / secondary special,Married,1
1,0,1,0,4+,1y-2y,medium,30-39,Working,Secondary / secondary special,Married,0
0,0,0,0,2,3y+,low,30-39,Working,Secondary / secondary special,Married,0
0,0,0,0,2,2y-3y,high,40-49,Working,Higher education,Married,0
1,1,1,0,2,1y-2y,low,30-39,Working,Secondary / secondary special,Married,0
1,0,1,0,1,3y+,medium,<30,Working,Incomplete higher,Single / not married,1
0,0,1,0,4+,1y-2y,low,<30,Working,Secondary / secondary special,Married,0
1,1,1,0,2,1y-2y,high,40-49,Working,Higher education,Married,0
0,0,1,0,3,<1y,low,50-59,Working,Secondary / secondary special,Civil marriage,0
1,1,0,0,1,2y-3y,high,<30,Working,Secondary / secondary special,Single / not married,0
0,0,0,0,1,<1y,low,<30,Working,Secondary / secondary special,Widow,0
0,0,0,0,1,3y+,medium,50-59,Working,Secondary / secondary special,Widow,0
0,0,1,0,3,1y-2y,medium,30-39,Working,Secondary / secondary special,Civil marriage,1
0,0,1,0,2,3y+,low,30-39,Working,Secondary / secondary special,Single / not married,0
1,1,1,1,2,3y+,medium,50-59,Pensioner,Secondary / secondary special,Married,0
0,1,1,0,2,<1y,high,40-49,State servant,Higher education,Married,0
0,0,1,0,1,2y-3y,high,30-39,Commercial associate,Higher education,Single / not married,0
0,0,1,1,2,3y+,low,60>=,Pensioner,Secondary / secondary special,Married,1
1,1,0,0,2,1y-2y,high,30-39,Commercial associate,Secondary / secondary special,Married,0
1,1,1,0,2,1y-2y,low,40-49,Working,Secondary / secondary special,Married,0
0,0,0,0,2,<1y,low,30-39,Working,Higher education,Married,0
0,0,1,1,1,2y-3y,low,60>=,Pensioner,Secondary / secondary special,Widow,1
0,0,1,0,3,3y+,low,<30,Commercial associate,Secondary / secondary special,Civil marriage,0
0,0,1,0,2,2y-3y,medium,50-59,Working,Secondary / secondary special,Married,0
1,1,1,0,3,2y-3y,high,30-39,Working,Higher education,Married,0
1,0,1,0,2,2y-3y,medium,50-59,Commercial associate,Secondary / secondary special,Married,0
1,0,1,0,2,2y-3y,high,40-49,Working,Secondary / secondary special,Married,0
1,1,1,0,1,3y+,high,<30,Working,Higher education,Separated,0
1,1,1,0,3,3y+,high,30-39,Commercial associate,Secondary / secondary special,Married,0
1,0,1,1,2,1y-2y,medium,60>=,Pensioner,Secondary / secondary special,Civil marriage,0
0,0,1,0,1,<1y,low,40-49,Working,Secondary / secondary special,Single / not married,0
0,0,1,1,2,3y+,low,60>=,Pensioner,Secondary / secondary special,Married,1
0,0,0,0,1,<1y,low,<30,Working,Secondary / secondary special,Separated,0
0,0,1,0,1,<1y,medium,<30,Working,Incomplete higher,Single / not married,0
0,0,1,0,2,<1y,low,30-39,State servant,Higher education,Married,0
0,0,1,0,1,2y-3y,medium,<30,Commercial associate,Higher education,Single / not married,0
0,0,1,0,4+,3y+,medium,30-39,Working,Secondary / secondary special,Married,0
0,0,1,0,1,3y+,high,50-59,Working,Secondary / secondary special,Single / not married,0
0,1,1,0,4+,2y-3y,low,<30,Working,Higher education,Married,0
1,0,1,0,4+,<1y,low,30-39,Working,Secondary / secondary special,Civil marriage,0
0,1,1,0,2,1y-2y,medium,<30,Working,Secondary / secondary special,Married,0
0,0,1,0,2,<1y,high,30-39,State servant,Higher education,Married,0
0,0,1,0,2,3y+,low,<30,Working,Secondary / secondary special,Married,0
0,1,1,0,3,<1y,low,30-39,Working,Secondary / secondary special,Married,0
1,0,1,0,2,3y+,medium,40-49,Commercial associate,Secondary / secondary special,Married,1
1,0,0,0,3,1y-2y,high,30-39,State servant,Incomplete higher,Married,0
0,0,1,1,2,3y+,low,50-59,Pensioner,Secondary / secondary special,Married,1
0,0,1,1,2,<1y,medium,50-59,Pensioner,Secondary / secondary special,Married,0
0,0,1,1,1,3y+,high,50-59,Pensioner,Secondary / secondary special,Widow,0
1,0,1,0,2,2y-3y,medium,<30,State servant,Higher education,Married,0
1,0,1,0,1,1y-2y,low,40-49,Working,Secondary / secondary special,Single / not married,0
0,0,1,1,1,1y-2y,high,60>=,Pensioner,Higher education,Single / not married,1
1,1,1,0,1,1y-2y,high,<30,Commercial associate,Secondary / secondary special,Single / not married,0
0,0,1,0,2,3y+,high,<30,Working,Higher education,Married,0
1,0,1,0,2,2y-3y,high,30-39,Commercial associate,Secondary / secondary special,Married,0
0,0,1,0,2,2y-3y,high,<30,Commercial associate,Higher education,Married,0
0,0,1,0,3,3y+,medium,30-39,Working,Secondary / secondary special,Married,1
1,1,1,0,2,3y+,medium,<30,Working,Secondary / secondary special,Married,0
0,0,1,0,2,3y+,low,40-49,State servant,Secondary / secondary special,Married,0
1,1,1,1,1,3y+,low,50-59,Pensioner,Secondary / secondary special,Separated,0
1,1,0,0,2,<1y,high,<30,Working,Secondary / secondary special,Married,0
0,1,1,0,3,2y-3y,low,30-39,Working,Secondary / secondary special,Married,0
0,0,1,0,2,2y-3y,low,<30,Working,Higher education,Married,0
0,0,1,0,2,3y+,medium,50-59,Working,Secondary / secondary special,Married,0
0,0,1,0,2,1y-2y,medium,50-59,Working,Secondary / secondary special,Married,0
0,0,1,0,2,2y-3y,high,40-49,Commercial associate,Secondary / secondary special,Civil marriage,0
1,0,1,1,2,2y-3y,medium,60>=,Pensioner,Secondary / secondary special,Civil marriage,0
0,0,1,0,1,<1y,low,30-39,Working,Secondary / secondary special,Single / not married,0
0,0,0,0,2,<1y,medium,30-39,Working,Secondary / secondary special,Married,0
1,1,0,0,4+,<1y,high,<30,Commercial associate,Higher education,Married,0
0,0,0,0,2,2y-3y,medium,<30,Commercial associate,Secondary / secondary special,Married,1
0,1,1,0,3,3y+,medium,30-39,Commercial associate,Secondary / secondary special,Married,0
1,0,1,0,2,2y-3y,medium,60>=,State servant,Higher education,Married,0
0,0,1,0,4+,<1y,medium,30-39,Working,Higher education,Married,0
0,0,1,0,4+,1y-2y,medium,30-39,Working,Secondary / secondary special,Married,0
0,1,1,0,4+,1y-2y,medium,30-39,Working,Higher education,Married,0
0,0,0,0,4+,1y-2y,medium,30-39,Working,Secondary / secondary special,Married,0
0,0,1,1,1,<1y,low,50-59,Pensioner,Secondary / secondary special,Single / not married,0
1,1,0,0,4+,1y-2y,high,30-39,Commercial associate,Higher education,Married,0
0,0,1,0,3,1y-2y,low,30-39,Working,Secondary / secondary special,Married,0
0,0,1,1,2,2y-3y,medium,50-59,Pensioner,Secondary / secondary special,Civil marriage,0
1,1,1,0,2,3y+,high,40-49,Working,Higher education,Married,0
0,0,1,0,1,2y-3y,high,40-49,Working,Secondary / secondary special,Single / not married,0
0,1,1,0,3,2y-3y,high,30-39,Working,Higher education,Single / not married,1
1,1,0,0,2,3y+,high,30-39,Commercial associate,Secondary / secondary special,Married,0
0,0,0,0,3,3y+,medium,<30,Working,Higher education,Married,0
1,0,1,1,2,3y+,low,60>=,Pensioner,Secondary / secondary special,Married,0
0,0,1,0,4+,3y+,medium,30-39,Working,Secondary / secondary special,Married,0
0,0,1,1,2,1y-2y,low,50-59,Pensioner,Secondary / secondary special,Civil marriage,0
1,1,1,0,1,1y-2y,medium,<30,Working,Higher education,Single / not married,0
1,0,0,0,1,3y+,medium,30-39,Commercial associate,Secondary / secondary special,Single / not married,0
0,1,0,0,2,1y-2y,high,30-39,Working,Secondary / secondary special,Married,0
0,0,1,0,2,2y-3y,medium,30-39,Working,Secondary / secondary special,Married,0
0,0,1,0,2,1y-2y,low,<30,Commercial associate,Secondary / secondary special,Civil marriage,1
0,0,1,1,1,1y-2y,low,50-59,Pensioner,Secondary / secondary special,Single / not married,0
1,0,1,0,4+,3y+,high,30-39,Working,Secondary / secondary special,Married,0
1,1,1,0,4+,2y-3y,medium,40-49,Working,Secondary / secondary special,Married,0
0,0,1,0,2,3y+,medium,40-49,Working,Secondary / secondary special,Married,0
0,0,1,0,4+,2y-3y,high,30-39,Commercial associate,Secondary / secondary special,Married,1
1,1,0,0,4+,3y+,low,40-49,Working,Higher education,Married,0
1,1,0,0,2,1y-2y,high,40-49,Working,Higher education,Married,1
1,1,0,0,2,1y-2y,high,40-49,Working,Higher education,Married,0
1,1,0,0,4+,1y-2y,medium,30-39,Commercial associate,Higher education,Married,0
0,0,0,0,1,3y+,high,50-59,Working,Higher education,Separated,0
0,1,0,0,3,1y-2y,medium,30-39,Commercial associate,Higher education,Married,0
1,1,0,0,2,3y+,high,40-49,Commercial associate,Secondary / secondary special,Married,0
1,0,0,0,1,2y-3y,low,<30,State servant,Incomplete higher,Single / not married,0
0,1,0,0,2,2y-3y,high,30-39,Working,Secondary / secondary special,Married,0
0,0,0,0,2,3y+,low,50-59,Commercial associate,Secondary / secondary special,Married,1
0,1,0,0,2,<1y,low,50-59,Working,Secondary / secondary special,Married,0
0,0,0,1,2,3y+,high,50-59,Pensioner,Secondary / secondary special,Married,1
0,0,1,1,2,3y+,low,60>=,Pensioner,Secondary / secondary special,Married,0
1,1,0,0,4+,3y+,high,30-39,Commercial associate,Higher education,Married,1
0,0,0,0,2,2y-3y,low,<30,Working,Secondary / secondary special,Married,1
0,0,0,0,2,3y+,high,40-49,Commercial associate,Higher education,Married,1
1,1,1,1,2,<1y,low,60>=,Pensioner,Secondary / secondary special,Married,0
0,0,0,1,1,3y+,medium,50-59,Pensioner,Secondary / secondary special,Widow,0
1,1,0,0,1,<1y,high,<30,Working,Incomplete higher,Separated,0
0,0,0,0,1,3y+,high,40-49,Working,Secondary / secondary special,Separated,0
0,0,0,0,2,<1y,medium,50-59,Working,Secondary / secondary special,Married,0
1,1,0,0,2,2y-3y,high,30-39,Working,Secondary / secondary special,Married,0
0,0,0,0,3,1y-2y,high,40-49,Commercial associate,Higher education,Married,0
0,0,0,0,4+,3y+,low,30-39,State servant,Higher education,Married,0
1,0,0,0,2,3y+,high,50-59,Working,Secondary / secondary special,Married,1
0,1,0,0,2,1y-2y,low,<30,Working,Higher education,Married,0
0,0,0,0,3,2y-3y,high,30-39,Commercial associate,Secondary / secondary special,Civil marriage,0
0,0,0,1,2,1y-2y,high,50-59,Pensioner,Secondary / secondary special,Married,0
1,0,0,0,4+,2y-3y,low,30-39,Working,Secondary / secondary special,Married,0
1,0,0,0,3,3y+,medium,30-39,Commercial associate,Secondary / secondary special,Married,0
0,0,0,0,2,2y-3y,medium,50-59,Working,Higher education,Married,0
1,0,0,0,1,3y+,low,30-39,Working,Secondary / secondary special,Separated,0
1,1,0,0,3,2y-3y,high,40-49,Working,Secondary / secondary special,Married,0
0,0,0,0,2,3y+,low,<30,Working,Higher education,Married,0
1,0,0,0,2,2y-3y,medium,40-49,Working,Secondary / secondary special,Married,1
0,0,0,0,1,1y-2y,low,30-39,Working,Secondary / secondary special,Single / not married,0
0,0,0,0,3,<1y,low,30-39,Working,Secondary / secondary special,Married,0
0,0,0,0,2,3y+,low,40-49,Working,Secondary / secondary special,Married,0
0,1,0,0,3,<1y,high,<30,Commercial associate,Higher education,Civil marriage,0
1,1,0,0,1,3y+,high,40-49,Commercial associate,Secondary / secondary special,Separated,0
1,0,0,0,2,3y+,high,40-49,State servant,Secondary / secondary special,Married,0
0,1,0,0,2,1y-2y,low,50-59,Working,Secondary / secondary special,Married,0
1,0,0,0,2,3y+,low,30-39,Working,Secondary / secondary special,Married,0
0,0,0,1,1,<1y,low,60>=,Pensioner,Secondary / secondary special,Widow,0
0,1,0,0,2,1y-2y,medium,<30,Working,Incomplete higher,Married,0
0,1,1,0,4+,2y-3y,low,30-39,State servant,Higher education,Married,0
1,0,0,0,2,2y-3y,low,30-39,Working,Secondary / secondary special,Married,0
1,1,0,0,2,2y-3y,low,50-59,Working,Secondary / secondary special,Married,0
0,0,1,0,2,<1y,medium,30-39,Working,Secondary / secondary special,Married,0
0,0,1,1,1,3y+,high,60>=,Pensioner,Secondary / secondary special,Widow,0
0,0,1,0,4+,3y+,low,30-39,Working,Secondary / secondary special,Married,0
1,1,1,0,2,1y-2y,high,50-59,Working,Secondary / secondary special,Married,0
1,1,0,0,4+,3y+,high,40-49,Working,Secondary / secondary special,Married,0
0,0,0,0,2,1y-2y,medium,40-49,State servant,Higher education,Civil marriage,0
0,1,0,0,4+,2y-3y,low,30-39,Working,Higher education,Married,0
1,1,0,0,2,<1y,high,30-39,State servant,Higher education,Married,0
0,0,1,0,2,3y+,medium,50-59,Commercial associate,Secondary / secondary special,Married,1
0,0,0,0,2,<1y,medium,30-39,Commercial associate,Higher education,Married,0
1,0,0,0,2,2y-3y,low,50-59,Working,Secondary / secondary special,Married,0
0,0,1,1,2,1y-2y,low,50-59,Pensioner,Secondary / secondary special,Married,0
1,0,1,0,1,1y-2y,high,40-49,Working,Secondary / secondary special,Single / not married,0
1,1,1,0,3,<1y,medium,40-49,Commercial associate,Secondary / secondary special,Civil marriage,0
1,1,1,0,4+,1y-2y,high,<30,Working,Secondary / secondary special,Married,0
1,1,1,0,2,<1y,medium,50-59,Working,Secondary / secondary special,Married,0
0,1,1,0,3,<1y,medium,30-39,Working,Higher education,Married,0
0,0,1,0,2,3y+,low,60>=,Working,Secondary / secondary special,Married,0
1,0,1,1,3,1y-2y,low,40-49,Pensioner,Secondary / secondary special,Married,0
1,1,1,0,2,3y+,high,50-59,Working,Higher education,Married,0
1,1,1,0,1,2y-3y,low,50-59,Working,Secondary / secondary special,Separated,1
1,1,1,0,2,3y+,high,30-39,Working,Secondary / secondary special,Married,0
1,1,1,0,2,1y-2y,medium,30-39,Working,Secondary / secondary special,Married,0
1,1,1,0,2,2y-3y,high,50-59,Working,Secondary / secondary special,Married,1
1,1,1,0,2,2y-3y,high,40-49,Commercial associate,Secondary / secondary special,Married,0
0,1,1,0,1,1y-2y,high,50-59,Working,Secondary / secondary special,Widow,1
0,0,1,0,2,1y-2y,low,40-49,State servant,Secondary / secondary special,Married,0
1,0,1,0,3,1y-2y,high,30-39,Working,Secondary / secondary special,Married,0
0,0,0,0,2,1y-2y,low,<30,Working,Secondary / secondary special,Married,0
0,1,1,0,4+,1y-2y,low,30-39,Working,Higher education,Married,1
0,0,1,0,3,1y-2y,high,30-39,Working,Secondary / secondary special,Married,0
1,1,1,1,2,3y+,high,60>=,Pensioner,Secondary / secondary special,Married,0
0,0,1,0,2,1y-2y,high,40-49,Commercial associate,Secondary / secondary special,Married,0
0,0,1,0,3,2y-3y,high,30-39,Working,Higher education,Married,0
0,0,1,0,1,3y+,high,40-49,Working,Higher education,Single / not married,0
0,0,1,0,2,1y-2y,medium,40-49,Commercial associate,Secondary / secondary special,Married,0
1,1,0,0,2,2y-3y,high,40-49,Commercial associate,Higher education,Married,0
1,1,1,0,3,<1y,low,30-39,Working,Secondary / secondary special,Married,0
1,1,1,0,2,3y+,high,50-59,Working,Higher education,Married,0
0,0,1,0,2,<1y,high,40-49,Commercial associate,Incomplete higher,Civil marriage,1
0,1,1,0,3,2y-3y,low,<30,Working,Higher education,Married,0
1,1,1,0,4+,<1y,low,30-39,Working,Secondary / secondary special,Married,0
0,0,1,1,2,1y-2y,low,50-59,Pensioner,Secondary / secondary special,Married,0
1,1,1,0,2,2y-3y,high,<30,Working,Higher education,Married,0
0,0,1,0,4+,1y-2y,low,30-39,Working,Higher education,Married,0
0,1,0,0,3,3y+,high,30-39,Working,Higher education,Married,0
0,0,1,0,4+,1y-2y,high,30-39,Commercial associate,Secondary / secondary special,Married,0
0,0,1,0,2,2y-3y,high,50-59,Working,Secondary / secondary special,Married,0
0,1,1,0,2,2y-3y,medium,40-49,Working,Secondary / secondary special,Married,0
0,0,1,0,4+,3y+,low,<30,Working,Secondary / secondary special,Married,0
0,0,1,0,2,2y-3y,medium,50-59,State servant,Higher education,Married,0
1,1,1,0,2,2y-3y,medium,<30,Commercial associate,Higher education,Civil marriage,0
0,0,1,0,4+,1y-2y,low,30-39,Working,Secondary / secondary special,Married,0
0,0,1,0,2,3y+,high,50-59,Commercial associate,Higher education,Married,0
0,0,1,0,2,<1y,medium,30-39,State servant,Secondary / secondary special,Civil marriage,0
0,0,0,0,2,3y+,low,40-49,Working,Secondary / secondary special,Married,0
0,0,1,0,2,3y+,low,40-49,Working,Secondary / secondary special,Married,0
0,0,0,0,3,<1y,medium,30-39,Commercial associate,Secondary / secondary special,Married,0
0,0,1,0,1,3y+,medium,50-59,Working,Secondary / secondary special,Single / not married,0
0,0,1,1,2,<1y,medium,50-59,Pensioner,Secondary / secondary special,Married,0
0,0,1,0,1,3y+,medium,40-49,Commercial associate,Secondary / secondary special,Single / not married,1
1,0,1,0,2,<1y,medium,<30,Working,Secondary / secondary special,Civil marriage,0
0,0,1,1,2,2y-3y,low,50-59,Pensioner,Secondary / secondary special,Married,0
0,0,1,0,4+,1y-2y,low,40-49,Working,Higher education,Married,0
0,0,0,0,3,<1y,low,40-49,Working,Secondary / secondary special,Married,0
1,0,1,1,2,<1y,high,60>=,Pensioner,Higher education,Married,0
0,0,1,0,2,1y-2y,medium,50-59,Working,Secondary / secondary special,Married,0
1,1,1,0,2,3y+,high,50-59,Working,Higher education,Married,0
0,0,0,0,3,1y-2y,low,30-39,Working,Secondary / secondary special,Married,0
0,1,0,0,3,2y-3y,high,30-39,Commercial associate,Higher education,Married,0
1,1,1,1,2,3y+,medium,60>=,Pensioner,Higher education,Married,0
0,0,1,1,2,<1y,low,50-59,Pensioner,Secondary / secondary special,Married,0
0,0,0,0,2,3y+,low,40-49,Working,Secondary / secondary special,Married,0
0,1,1,0,1,3y+,high,30-39,Working,Secondary / secondary special,Single / not married,1
1,1,1,0,3,3y+,high,40-49,Working,Secondary / secondary special,Married,0
1,0,1,1,2,3y+,high,50-59,Pensioner,Higher education,Married,1
0,0,1,0,2,3y+,low,40-49,Working,Secondary / secondary special,Married,0
0,0,1,0,2,3y+,low,<30,Commercial associate,Secondary / secondary special,Married,0
0,0,1,1,4+,1y-2y,high,60>=,Pensioner,Secondary / secondary special,Married,0
0,0,1,0,3,<1y,low,30-39,Commercial associate,Secondary / secondary special,Married,0
0,0,1,0,2,1y-2y,low,30-39,Working,Secondary / secondary special,Separated,0
0,0,1,0,4+,1y-2y,medium,40-49,Working,Secondary / secondary special,Married,0
0,1,1,0,3,<1y,low,30-39,Commercial associate,Secondary / secondary special,Married,0
0,0,1,0,2,<1y,high,40-49,Working,Higher education,Married,0
0,0,1,1,2,1y-2y,high,50-59,Pensioner,Secondary / secondary special,Married,0
0,0,1,0,3,<1y,medium,30-39,Working,Secondary / secondary special,Married,0
0,1,1,0,2,1y-2y,high,50-59,Working,Higher education,Married,0
0,0,1,1,2,<1y,medium,50-59,Pensioner,Secondary / secondary special,Married,0
1,1,1,0,2,3y+,high,50-59,Working,Higher education,Married,0
0,0,1,0,2,<1y,low,30-39,Working,Secondary / secondary special,Married,0
0,0,1,1,1,3y+,low,60>=,Pensioner,Secondary / secondary special,Widow,0
0,1,1,0,2,1y-2y,medium,30-39,Working,Secondary / secondary special,Married,1
0,0,1,1,2,<1y,medium,60>=,Pensioner,Secondary / secondary special,Married,0
0,0,1,0,2,3y+,medium,50-59,Commercial associate,Secondary / secondary special,Married,1
0,0,1,0,3,2y-3y,high,30-39,Working,Secondary / secondary special,Married,0
0,1,1,0,2,<1y,high,<30,Working,Higher education,Married,0
0,1,1,0,2,<1y,high,30-39,Working,Secondary / secondary special,Married,0
0,1,0,0,3,3y+,high,30-39,Working,Secondary / secondary special,Civil marriage,1
1,1,1,0,4+,3y+,medium,30-39,Working,Higher education,Married,0
0,0,0,0,1,<1y,medium,40-49,Working,Higher education,Single / not married,0
0,1,1,0,1,3y+,medium,50-59,Working,Secondary / secondary special,Single / not married,0
1,1,1,0,2,<1y,high,<30,Commercial associate,Secondary / secondary special,Civil marriage,0
1,1,1,0,3,1y-2y,high,50-59,Working,Secondary / secondary special,Married,0
0,1,1,0,1,<1y,high,50-59,Commercial associate,Higher education,Single / not married,0
0,1,1,0,2,3y+,medium,50-59,State servant,Higher education,Married,0
0,0,1,0,2,<1y,medium,40-49,Working,Secondary / secondary special,Married,0
1,0,1,0,3,1y-2y,medium,30-39,Working,Secondary / secondary special,Married,0
0,1,1,0,1,2y-3y,high,50-59,Commercial associate,Secondary / secondary special,Single / not married,0
1,1,0,0,4+,1y-2y,high,40-49,Working,Secondary / secondary special,Married,0
0,0,1,1,2,<1y,medium,50-59,Pensioner,Secondary / secondary special,Married,0
0,0,1,0,2,3y+,medium,40-49,Working,Secondary / secondary special,Civil marriage,0
0,0,1,0,2,<1y,high,30-39,Working,Higher education,Married,0
0,0,1,1,1,3y+,high,60>=,Pensioner,Secondary / secondary special,Separated,0
0,0,1,0,2,2y-3y,low,50-59,Working,Secondary / secondary special,Married,0
0,0,1,1,2,2y-3y,low,60>=,Pensioner,Secondary / secondary special,Married,0
1,1,0,0,2,2y-3y,high,30-39,Commercial associate,Secondary / secondary special,Civil marriage,1
0,0,1,0,2,<1y,low,30-39,Commercial associate,Higher education,Civil marriage,0
0,0,1,0,2,2y-3y,medium,50-59,Working,Secondary / secondary special,Married,0
0,0,1,0,4+,3y+,medium,30-39,State servant,Secondary / secondary special,Married,0
0,0,1,0,4+,1y-2y,medium,40-49,Working,Secondary / secondary special,Married,0
0,1,1,0,3,<1y,high,30-39,Working,Secondary / secondary special,Married,0
1,1,1,1,2,1y-2y,high,60>=,Pensioner,Secondary / secondary special,Married,0
0,0,1,0,2,3y+,low,40-49,Commercial associate,Secondary / secondary special,Married,0
0,0,1,0,2,3y+,medium,40-49,Working,Secondary / secondary special,Married,0
1,0,0,0,3,2y-3y,high,30-39,State servant,Secondary / secondary special,Married,1
0,0,1,0,2,1y-2y,medium,60>=,Commercial associate,Secondary / secondary special,Married,0
1,0,1,0,4+,1y-2y,high,30-39,Working,Secondary / secondary special,Married,0
0,1,0,0,2,3y+,high,40-49,Working,Higher education,Married,0
0,0,1,0,2,3y+,high,50-59,Working,Higher education,Married,0
1,1,0,0,2,2y-3y,medium,30-39,State servant,Secondary / secondary special,Married,0
1,0,1,0,2,2y-3y,high,30-39,Commercial associate,Higher education,Married,0
0,0,1,0,2,2y-3y,high,50-59,State servant,Higher education,Married,0
0,0,1,0,3,1y-2y,high,30-39,Commercial associate,Secondary / secondary special,Married,0
0,1,0,0,4+,3y+,medium,30-39,State servant,Secondary / secondary special,Married,0
0,0,1,0,1,3y+,high,50-59,Commercial associate,Secondary / secondary special,Widow,0
1,1,1,0,4+,1y-2y,medium,30-39,Commercial associate,Secondary / secondary special,Married,0
1,1,1,0,4+,3y+,high,30-39,Working,Secondary / secondary special,Married,0
0,1,1,0,3,<1y,high,30-39,Working,Higher education,Married,0
0,0,1,1,2,3y+,low,50-59,Pensioner,Secondary / secondary special,Married,0
0,1,1,0,2,3y+,high,40-49,Working,Higher education,Married,1
0,0,1,0,2,1y-2y,high,50-59,State servant,Secondary / secondary special,Married,0
1,1,1,0,1,<1y,high,<30,Working,Secondary / secondary special,Single / not married,0
0,1,1,0,2,1y-2y,high,50-59,Working,Secondary / secondary special,Married,0
1,1,0,0,4+,3y+,high,40-49,Working,Secondary / secondary special,Married,1
1,1,1,0,2,1y-2y,high,50-59,Working,Secondary / secondary special,Civil marriage,1
1,0,1,0,2,1y-2y,high,60>=,Commercial associate,Higher education,Married,0
1,1,1,0,1,<1y,high,50-59,Working,Secondary / secondary special,Separated,0
0,0,1,0,2,1y-2y,medium,30-39,Working,Secondary / secondary special,Separated,0
1,1,1,0,2,<1y,medium,<30,Working,Secondary / secondary special,Married,0
1,1,1,0,3,3y+,high,30-39,Working,Higher education,Married,0
0,1,1,0,2,3y+,high,40-49,Working,Secondary / secondary special,Separated,0
0,0,1,1,2,1y-2y,medium,50-59,Pensioner,Higher education,Married,0
1,0,1,0,2,<1y,high,40-49,Commercial associate,Higher education,Married,0
1,1,1,0,3,2y-3y,high,40-49,Working,Higher education,Married,0
0,0,1,1,1,3y+,high,60>=,Pensioner,Secondary / secondary special,Single / not married,0
0,0,1,1,1,1y-2y,medium,60>=,Pensioner,Secondary / secondary special,Separated,0
1,1,1,1,2,2y-3y,medium,50-59,Pensioner,Secondary / secondary special,Married,0
0,1,1,1,2,2y-3y,low,60>=,Pensioner,Higher education,Married,0
1,0,1,0,2,<1y,high,50-59,Working,Secondary / secondary special,Married,0
0,0,0,1,2,<1y,medium,60>=,Pensioner,Secondary / secondary special,Married,0
0,0,1,0,2,3y+,medium,30-39,Working,Secondary / secondary special,Married,0
0,0,0,0,4+,3y+,low,30-39,Working,Secondary / secondary special,Married,0
1,1,1,0,2,2y-3y,high,<30,Working,Higher education,Married,0
1,1,1,0,3,2y-3y,medium,30-39,Working,Secondary / secondary special,Married,1
0,0,1,0,2,1y-2y,low,30-39,Working,Secondary / secondary special,Single / not married,0
0,1,1,0,4+,1y-2y,low,30-39,Working,Secondary / secondary special,Married,1
0,0,0,0,1,<1y,medium,30-39,Working,Higher education,Single / not married,0
0,0,1,1,2,3y+,low,50-59,Pensioner,Secondary / secondary special,Married,0
0,0,0,0,2,3y+,low,50-59,Working,Secondary / secondary special,Married,0
1,0,0,1,1,3y+,high,40-49,Pensioner,Secondary / secondary special,Single / not married,0
1,1,0,0,2,1y-2y,high,40-49,Working,Secondary / secondary special,Married,0
0,0,0,0,2,3y+,low,50-59,Working,Secondary / secondary special,Civil marriage,0
0,0,0,0,2,<1y,low,40-49,State servant,Secondary / secondary special,Married,0
0,0,0,0,4+,3y+,medium,30-39,Working,Secondary / secondary special,Married,0
1,1,0,0,2,1y-2y,high,40-49,Commercial associate,Secondary / secondary special,Married,0
0,1,0,0,2,2y-3y,medium,30-39,Working,Secondary / secondary special,Married,0
1,0,0,0,2,3y+,high,50-59,Commercial associate,Secondary / secondary special,Married,0
1,0,0,1,2,<1y,high,60>=,Pensioner,Higher education,Civil marriage,0
1,0,1,0,2,2y-3y,medium,40-49,Working,Secondary / secondary special,Married,1
1,1,0,0,3,3y+,high,30-39,Commercial associate,Higher education,Single / not married,0
